Entity,Code,Year,Share of population in poverty
Ethiopia,ETH,1995,69.207146
Ethiopia,ETH,1999,58.026524
Ethiopia,ETH,2004,34.576767
Ethiopia,ETH,2010,30.750937
Ethiopia,ETH,2015,26.984606
Ethiopia (rural),,1981,71.43126
Europe and Central Asia (PIP),,1990,3.7863266
Europe and Central Asia (PIP),,1991,4.3255525
Europe and Central Asia (PIP),,1992,5.618683
Europe and Central Asia (PIP),,1993,6.396531
Europe and Central Asia (PIP),,1994,7.963161
Europe and Central Asia (PIP),,1995,8.047038
Europe and Central Asia (PIP),,1996,8.24306
Europe and Central Asia (PIP),,1997,7.6701746
Europe and Central Asia (PIP),,1998,7.8088803
Europe and Central Asia (PIP),,1999,9.978631
Europe and Central Asia (PIP),,2000,9.200122
Europe and Central Asia (PIP),,2001,8.32395
Europe and Central Asia (PIP),,2002,7.407961
Europe and Central Asia (PIP),,2003,7.256553
Europe and Central Asia (PIP),,2004,5.538109
Europe and Central Asia (PIP),,2005,4.731978
Europe and Central Asia (PIP),,2006,3.3014548
Europe and Central Asia (PIP),,2007,2.1667414
Europe and Central Asia (PIP),,2008,1.3906823
Europe and Central Asia (PIP),,2009,1.2129985
Europe and Central Asia (PIP),,2010,1.1587276
Europe and Central Asia (PIP),,2011,0.90832776
Europe and Central Asia (PIP),,2012,0.8692402
Europe and Central Asia (PIP),,2013,0.7007668
Europe and Central Asia (PIP),,2014,1.0117201
Europe and Central Asia (PIP),,2015,0.8450843
Europe and Central Asia (PIP),,2016,0.66614395
Europe and Central Asia (PIP),,2017,0.7207941
Europe and Central Asia (PIP),,2018,0.43764693
Europe and Central Asia (PIP),,2019,0.4578808
Europe and Central Asia (PIP),,2020,0.5234205
Europe and Central Asia (PIP),,2021,0.48261625
Europe and Central Asia (PIP),,2022,0.4571782
Fiji,FJI,2002,1.6781589
Fiji,FJI,2008,1.0271412
Fiji,FJI,2013,0.3635516
Fiji,FJI,2019,1.3182689
Finland,FIN,1987,0
Finland,FIN,1991,0
Finland,FIN,1995,0
Finland,FIN,2000,0
Finland,FIN,2003,0.049275037
Finland,FIN,2004,0.039413903
Finland,FIN,2005,0.05531524
Finland,FIN,2006,0.08037546
Finland,FIN,2007,0.063742585
Finland,FIN,2008,0.053872228
Finland,FIN,2009,0.052470084
Finland,FIN,2010,0.053840697
Finland,FIN,2011,0.04739088
Finland,FIN,2012,0.05272516
Finland,FIN,2013,0.08513758
Finland,FIN,2014,0.06616784
Finland,FIN,2015,0.07020851
Finland,FIN,2016,0.047236145
Finland,FIN,2017,0.065777734
Finland,FIN,2018,0.056774255
Finland,FIN,2019,0.03882923
Finland,FIN,2020,0.0276209
Finland,FIN,2021,0.021342963
France,FRA,1970,0
France,FRA,1975,0.24901384
France,FRA,1979,0.24820168
France,FRA,1984,0.49920356
France,FRA,1990,0.24754605
France,FRA,1996,0.24863891
France,FRA,1997,0.24609698
France,FRA,1998,0
France,FRA,1999,0
France,FRA,2000,0
France,FRA,2001,0
France,FRA,2002,0
France,FRA,2003,0.15735751
France,FRA,2004,0.049725942
France,FRA,2005,0.043055452
France,FRA,2006,0.027628507
France,FRA,2007,0.014867865
France,FRA,2008,0.009692239
France,FRA,2009,0.044349
France,FRA,2010,0.08739457
France,FRA,2011,0.025783392
France,FRA,2012,0.060952414
France,FRA,2013,0.06039008
France,FRA,2014,0.018678669
France,FRA,2015,0.13355504
France,FRA,2016,0.058125883
France,FRA,2017,0.015888225
France,FRA,2018,0.021168053
France,FRA,2019,0.051448993
France,FRA,2020,0.11489582
France,FRA,2021,0.056357384
Gabon,GAB,2005,5.483823
Gabon,GAB,2017,2.468642
Gambia,GMB,1998,74.09506
Gambia,GMB,2003,50.685493
Gambia,GMB,2010,29.829496
Gambia,GMB,2015,13.382067
Gambia,GMB,2020,17.242134
Georgia,GEO,1996,6.767305
Georgia,GEO,1997,18.784472
Georgia,GEO,1998,16.96164
Georgia,GEO,1999,21.790314
Georgia,GEO,2000,22.899906
Georgia,GEO,2001,23.008429
Georgia,GEO,2002,12.689577
Georgia,GEO,2003,12.949128
Georgia,GEO,2004,12.372008
Georgia,GEO,2005,12.882766
Georgia,GEO,2006,12.590183
Georgia,GEO,2007,14.197019
Georgia,GEO,2008,12.4464655
Georgia,GEO,2009,12.127902
Georgia,GEO,2010,14.364216
Georgia,GEO,2011,13.401543
Georgia,GEO,2012,10.6662245
Georgia,GEO,2013,8.078715
Georgia,GEO,2014,6.127039
Georgia,GEO,2015,4.879492
Georgia,GEO,2016,4.9133716
Georgia,GEO,2017,6.2298656
Georgia,GEO,2018,5.55908
Georgia,GEO,2019,4.8486285
Georgia,GEO,2020,5.8068676
Georgia,GEO,2021,5.4850264
Germany,DEU,1991,0
Germany,DEU,1992,0
Germany,DEU,1993,0
Germany,DEU,1994,0.19766816
Germany,DEU,1995,0.24792056
Germany,DEU,1996,0
Germany,DEU,1997,0
Germany,DEU,1998,0
Germany,DEU,1999,0
Germany,DEU,2000,0
Germany,DEU,2001,0
Germany,DEU,2002,0
Germany,DEU,2003,0
Germany,DEU,2004,0
Germany,DEU,2005,0
Germany,DEU,2006,0
Germany,DEU,2007,0
Germany,DEU,2008,0
Germany,DEU,2009,0
Germany,DEU,2010,0
Germany,DEU,2011,0
Germany,DEU,2012,0
Germany,DEU,2013,0
Germany,DEU,2014,0
Germany,DEU,2015,0
Germany,DEU,2016,0
Germany,DEU,2017,0.24747899
Germany,DEU,2018,0
Germany,DEU,2019,0
Ghana,GHA,1987,58.38573
Ghana,GHA,1988,57.54244
Ghana,GHA,1991,64.16775
Ghana,GHA,1998,54.995037
Ghana,GHA,2005,42.467743
Ghana,GHA,2012,25.689972
Ghana,GHA,2016,25.208553
Greece,GRC,1995,1.7376754
Greece,GRC,2000,0.49310544
Greece,GRC,2003,0.49829754
Greece,GRC,2004,0.64183205
Greece,GRC,2005,0.3385617
Greece,GRC,2006,0.55271566
Greece,GRC,2007,0.49926442
Greece,GRC,2008,0.3444438
Greece,GRC,2009,0.62663525
Greece,GRC,2010,0.97306836
Greece,GRC,2011,1.1229174
Greece,GRC,2012,1.4559224
Greece,GRC,2013,0.95517564
Greece,GRC,2014,1.5131936
Greece,GRC,2015,1.3700905
Greece,GRC,2016,1.0391967
Greece,GRC,2017,0.8727766
Greece,GRC,2018,0.13956267
Greece,GRC,2019,0.6895518
Greece,GRC,2020,0.80649555
Greece,GRC,2021,0.56709486
Grenada,GRD,2018,0.31790403
Guatemala,GTM,1986,49.702816
Guatemala,GTM,1989,36.99523
Guatemala,GTM,1998,13.99646
Guatemala,GTM,2000,9.607776
Guatemala,GTM,2006,11.650105
Guatemala,GTM,2014,9.521302
Guinea,GIN,1991,87.96424
Guinea,GIN,1994,41.212265
Guinea,GIN,2002,53.343784
Guinea,GIN,2007,48.129784
Guinea,GIN,2012,24.544147
Guinea,GIN,2018,13.8201
Guinea-Bissau,GNB,1993,42.232567
Guinea-Bissau,GNB,2002,53.166588
Guinea-Bissau,GNB,2010,66.68512
Guinea-Bissau,GNB,2018,21.66049
Guinea-Bissau,GNB,2021,25.962856
Guyana,GUY,1992,29.384405
Guyana,GUY,1998,11.897037
Haiti,HTI,2001,67.83363
Haiti,HTI,2012,57.87614
Honduras,HND,1989,39.95956
Honduras,HND,1990,41.99745
Honduras,HND,1991,30.774721
Honduras,HND,1992,26.968342
Honduras,HND,1993,21.429638
Honduras,HND,1994,24.304441
Honduras,HND,1995,26.229053
Honduras,HND,1996,28.550964
Honduras,HND,1997,19.590014
Honduras,HND,1998,24.543867
Honduras,HND,1999,24.925201
Honduras,HND,2001,19.837118
Honduras,HND,2002,21.995176
Honduras,HND,2003,26.499472
Honduras,HND,2004,25.43302
Honduras,HND,2005,25.067038
Honduras,HND,2006,21.142117
Honduras,HND,2007,15.642992
Honduras,HND,2008,15.244036
Honduras,HND,2009,12.32208
Honduras,HND,2010,13.802202
Honduras,HND,2011,14.32309
Honduras,HND,2012,16.992704
Honduras,HND,2013,14.568504
Honduras,HND,2014,13.282177
Honduras,HND,2015,12.977554
Honduras,HND,2016,14.606982
Honduras,HND,2017,13.855521
Honduras,HND,2018,14.233573
Honduras,HND,2019,12.742991
Honduras (urban),,1986,49.40574
Hungary,HUN,1987,0.06492065
Hungary,HUN,1989,0.077125244
Hungary,HUN,1991,1.6757866
Hungary,HUN,1993,0.18696655
Hungary,HUN,1994,1.2412218
Hungary,HUN,1999,0.20896545
Hungary,HUN,2004,0.10468204
Hungary,HUN,2005,0.7245052
Hungary,HUN,2006,0.13765296
Hungary,HUN,2007,0.14994031
Hungary,HUN,2008,0.021265052
Hungary,HUN,2009,0.06479282
Hungary,HUN,2010,0.071793154
Hungary,HUN,2011,0.09156373
Hungary,HUN,2012,0.32575902
Hungary,HUN,2013,0.1802988
Hungary,HUN,2014,0.6576744
Hungary,HUN,2015,0.62615484
Hungary,HUN,2016,1.3487226
Hungary,HUN,2017,0.60926735
Hungary,HUN,2018,0.20753036
Hungary,HUN,2019,0.30170247
Hungary,HUN,2020,0.3514764
Hungary,HUN,2021,0.4015956
Iceland,ISL,2003,0
Iceland,ISL,2004,0.17006549
Iceland,ISL,2005,0.03701966
Iceland,ISL,2006,0.14680485
Iceland,ISL,2007,0.08061417
Iceland,ISL,2008,0.060815003
Iceland,ISL,2009,0.09720067
Iceland,ISL,2010,0.14938448
Iceland,ISL,2011,0.12328397
Iceland,ISL,2012,0.033555817
Iceland,ISL,2013,0.047026344
Iceland,ISL,2014,0
Iceland,ISL,2015,0.034490183
Iceland,ISL,2016,0
Iceland,ISL,2017,0
India,IND,1977,63.467606
India,IND,1983,56.609833
India,IND,1987,50.85199
India,IND,1993,47.9618
India,IND,2004,40.60865
India,IND,2009,33.519478
India,IND,2011,22.907091
India,IND,2015,18.75968
India,IND,2016,18.12847
India,IND,2017,13.382485
India,IND,2018,11.097701
India,IND,2019,13.206914
India,IND,2020,15.457684
India,IND,2021,12.920034
India (rural),,1977,68.60353
India (rural),,1983,62.094315
India (rural),,1987,55.199158
India (rural),,1993,53.49183
India (rural),,2004,45.316933
India (rural),,2009,37.960625
India (rural),,2011,26.315826
India (rural),,2015,22.001148
India (rural),,2016,20.09264
India (rural),,2017,14.595456
India (rural),,2018,11.679734
India (rural),,2019,14.215045
India (rural),,2020,16.749794
India (rural),,2021,14.08614
India (urban),,1977,43.67802
India (urban),,1983,37.673363
India (urban),,1987,36.62318
India (urban),,1993,31.16639
India (urban),,2004,26.608566
India (urban),,2009,21.30813
India (urban),,2011,14.218487
India (urban),,2015,12.022836
India (urban),,2016,14.106582
India (urban),,2017,10.935455
India (urban),,2018,9.940657
India (urban),,2019,11.231797
India (urban),,2020,12.962317
India (urban),,2021,10.699697
Indonesia,IDN,1984,74.166245
Indonesia,IDN,1987,74.31923
Indonesia,IDN,1990,62.751244
Indonesia,IDN,1993,62.096775
Indonesia,IDN,1996,51.282604
Indonesia,IDN,1998,69.12381
Indonesia,IDN,1999,45.968132
Indonesia,IDN,2000,43.60342
Indonesia,IDN,2001,39.873127
Indonesia,IDN,2002,26.794165
Indonesia,IDN,2003,26.447796
Indonesia,IDN,2004,27.014864
Indonesia,IDN,2005,24.643833
Indonesia,IDN,2006,30.586498
Indonesia,IDN,2007,25.249058
Indonesia,IDN,2008,24.746971
Indonesia,IDN,2009,20.957842
Indonesia,IDN,2010,18.253092
Indonesia,IDN,2011,15.693082
Indonesia,IDN,2012,13.735316
Indonesia,IDN,2013,11.178797
Indonesia,IDN,2014,9.261918
Indonesia,IDN,2015,8.276287
Indonesia,IDN,2016,7.5173607
Indonesia,IDN,2017,6.6183476
Indonesia,IDN,2018,5.4243
Indonesia,IDN,2019,4.380574
Indonesia,IDN,2020,3.8313687
Indonesia,IDN,2021,3.547444
Indonesia,IDN,2022,2.4729118
Indonesia,IDN,2023,1.8809444
Indonesia (rural),,1984,83.29945
Indonesia (rural),,1987,82.61677
Indonesia (rural),,1990,73.09233
Indonesia (rural),,1993,74.12075
Indonesia (rural),,1996,64.02224
Indonesia (rural),,1998,81.54197
Indonesia (rural),,1999,56.624443
Indonesia (rural),,2000,53.8827
Indonesia (rural),,2001,51.22202
Indonesia (rural),,2002,38.145256
Indonesia (rural),,2003,36.952774
Indonesia (rural),,2004,38.416557
Indonesia (rural),,2005,35.559402
Indonesia (rural),,2006,43.09746
Indonesia (rural),,2007,35.88661
Indonesia (rural),,2008,34.19159
Indonesia (rural),,2009,28.880405
Indonesia (rural),,2010,25.334778
Indonesia (rural),,2011,21.598343
Indonesia (rural),,2012,18.85098
Indonesia (rural),,2013,14.904107
Indonesia (rural),,2014,11.9367895
Indonesia (rural),,2015,10.2228
Indonesia (rural),,2016,9.549999
Indonesia (rural),,2017,8.415813
Indonesia (rural),,2018,7.1567283
Indonesia (rural),,2019,5.8928576
Indonesia (rural),,2020,5.08164
Indonesia (rural),,2021,4.623175
Indonesia (rural),,2022,3.1192384
Indonesia (rural),,2023,2.3482606
Indonesia (urban),,1984,47.119717
Indonesia (urban),,1987,52.807056
Indonesia (urban),,1990,39.28027
Indonesia (urban),,1993,38.555283
Indonesia (urban),,1996,29.808098
Indonesia (urban),,1998,50.177444
Indonesia (urban),,1999,30.500916
Indonesia (urban),,2000,29.409393
Indonesia (urban),,2001,24.695375
Indonesia (urban),,2002,12.09152
Indonesia (urban),,2003,13.269445
Indonesia (urban),,2004,13.163076
Indonesia (urban),,2005,11.799944
Indonesia (urban),,2006,16.329176
Indonesia (urban),,2007,13.508253
Indonesia (urban),,2008,14.651672
Indonesia (urban),,2009,12.755999
Indonesia (urban),,2010,11.146999
Indonesia (urban),,2011,9.926712
Indonesia (urban),,2012,8.874259
Indonesia (urban),,2013,7.733843
Indonesia (urban),,2014,6.854864
Indonesia (urban),,2015,6.571697
Indonesia (urban),,2016,5.7850866
Indonesia (urban),,2017,5.127305
Indonesia (urban),,2018,4.025362
Indonesia (urban),,2019,3.1916287
Indonesia (urban),,2020,2.8742793
Indonesia (urban),,2021,2.7454808
Indonesia (urban),,2022,2.0036125
Indonesia (urban),,2023,1.5504112
Iran,IRN,1986,9.139033
Iran,IRN,1990,8.431168
Iran,IRN,1994,4.47688
Iran,IRN,1998,4.525698
Iran,IRN,2005,1.0210205
Iran,IRN,2006,0.8490968
Iran,IRN,2009,1.4918264
Iran,IRN,2011,0.50416595
Iran,IRN,2012,0.25400558
Iran,IRN,2013,0.28810316
Iran,IRN,2014,0.6163683
Iran,IRN,2015,0.40074104
Iran,IRN,2016,0.4450634
Iran,IRN,2017,0.32945344
Iran,IRN,2018,0.6712102
Iran,IRN,2019,0.72633666
Iran,IRN,2020,0.8114429
Iran,IRN,2021,0.65237933
Iran,IRN,2022,0.46844715
Iraq,IRQ,2006,0.03518214
Iraq,IRQ,2012,0.08875247
Ireland,IRL,1987,0.689184
Ireland,IRL,1994,0.16343378
Ireland,IRL,1995,0.17609753
Ireland,IRL,1996,0.22401807
Ireland,IRL,2000,0.1782722
Ireland,IRL,2002,0.23505183
Ireland,IRL,2003,0.12763272
Ireland,IRL,2004,0.052105937
Ireland,IRL,2005,0.021705687
Ireland,IRL,2006,0.3984308
Ireland,IRL,2007,0.098496266
Ireland,IRL,2008,0.1805067
Ireland,IRL,2009,0.49060217
Ireland,IRL,2010,0.54275715
Ireland,IRL,2011,0.5449447
Ireland,IRL,2012,0.33501238
Ireland,IRL,2013,0.6822285
Ireland,IRL,2014,0.38895378
Ireland,IRL,2015,0.36762756
Ireland,IRL,2016,0.13472612
Ireland,IRL,2017,0.24319613
Ireland,IRL,2018,0.003921386
Ireland,IRL,2019,0.058011558
Ireland,IRL,2020,0.14430559
Ireland,IRL,2021,0.063545495
Israel,ISR,1979,0
Israel,ISR,1986,0.23550048
Israel,ISR,1992,0.21532728
Israel,ISR,1997,0.24560836
Israel,ISR,2001,0.24897778
Israel,ISR,2002,0.48042536
Israel,ISR,2003,0.46270582
Israel,ISR,2004,0.49913883
Israel,ISR,2005,0.4833153
Israel,ISR,2006,0.22496581
Israel,ISR,2007,0.4918124
Israel,ISR,2008,0.4835079
Israel,ISR,2009,0.49162772
Israel,ISR,2010,0.46020398
Israel,ISR,2011,0.23077059
Israel,ISR,2012,0.48919725
Israel,ISR,2013,0.4745734
Israel,ISR,2014,0.49243245
Israel,ISR,2015,0.49385363
Israel,ISR,2016,0.24139464
Israel,ISR,2017,0.45742482
Israel,ISR,2018,0.49676624
Israel,ISR,2019,0.725289
Israel,ISR,2020,0.44975653
Israel,ISR,2021,0.2422214
Italy,ITA,1977,0.22906405
Italy,ITA,1978,0.48330766
Italy,ITA,1979,0.48833704
Italy,ITA,1980,0.22686729
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0.21823193
Italy,ITA,1984,0
Italy,ITA,1986,0.24690011
Italy,ITA,1987,0.9951176
Italy,ITA,1989,0
Italy,ITA,1991,0.228989
Italy,ITA,1993,1.2493539
Italy,ITA,1995,0.74394846
Italy,ITA,1998,1.7424412
Italy,ITA,2000,1.2495171
Italy,ITA,2002,1.4982808
Italy,ITA,2003,0.7694033
Italy,ITA,2004,0.6045206
Italy,ITA,2005,0.6472902
Italy,ITA,2006,0.65343624
Italy,ITA,2007,0.680243
Italy,ITA,2008,0.70417947
Italy,ITA,2009,0.91157925
Italy,ITA,2010,1.2652895
Italy,ITA,2011,1.156048
Italy,ITA,2012,1.2006085
Italy,ITA,2013,1.3731673
Italy,ITA,2014,1.2321203
Italy,ITA,2015,1.9488665
Italy,ITA,2016,1.6299454
Italy,ITA,2017,1.4216343
Italy,ITA,2018,1.4576468
Italy,ITA,2019,0.9943459
Italy,ITA,2020,0.82779175
Italy,ITA,2021,0.8145304
Jamaica,JAM,1988,4.6355395
Jamaica,JAM,1990,2.8804874
Jamaica,JAM,1993,7.418186
Jamaica,JAM,1996,2.5628607
Jamaica,JAM,1999,2.3147032
Jamaica,JAM,2002,2.1286912
Jamaica,JAM,2004,1.177246
Jamaica,JAM,2018,0.05606334
Jamaica,JAM,2021,0.30976602
Japan,JPN,2008,0.4798256
Japan,JPN,2010,0
Japan,JPN,2013,0.72788787
Jordan,JOR,1986,0
Jordan,JOR,1992,0.63853633
Jordan,JOR,1997,0.40664914
Jordan,JOR,2002,0.1951805
Jordan,JOR,2006,0.09088745
Jordan,JOR,2008,0.010805056
Jordan,JOR,2010,0.040854882
Kazakhstan,KAZ,1993,8.435303
Kazakhstan,KAZ,1996,7.9405093
Kazakhstan,KAZ,2001,12.814419
Kazakhstan,KAZ,2002,8.887372
Kazakhstan,KAZ,2003,6.167813
Kazakhstan,KAZ,2004,3.3167064
Kazakhstan,KAZ,2005,8.661422
Kazakhstan,KAZ,2006,1.0114723
Kazakhstan,KAZ,2007,0.38554862
Kazakhstan,KAZ,2008,0.2428652
Kazakhstan,KAZ,2009,0.2441653
Kazakhstan,KAZ,2010,0.19512291
Kazakhstan,KAZ,2011,0.07109477
Kazakhstan,KAZ,2012,0.03842411
Kazakhstan,KAZ,2013,0.033109628
Kazakhstan,KAZ,2014,0.01927526
Kazakhstan,KAZ,2015,0.038270585
Kazakhstan,KAZ,2016,0.05052872
Kazakhstan,KAZ,2017,0.041498996
Kazakhstan,KAZ,2018,0.015140791
Kazakhstan,KAZ,2019,0.016059816
Kazakhstan,KAZ,2020,0.01182706
Kazakhstan,KAZ,2021,0.017695257
Kenya,KEN,1992,26.44514
Kenya,KEN,1994,25.880554
Kenya,KEN,1997,25.393864
Kenya,KEN,2005,36.67384
Kenya,KEN,2015,29.365105
Kenya,KEN,2020,35.03161
Kenya,KEN,2021,36.146057
Kiribati,KIR,2006,14.027153
Kiribati,KIR,2019,1.6780767
Kosovo,OWID_KOS,2003,2.3978596
Kosovo,OWID_KOS,2005,4.209292
Kosovo,OWID_KOS,2006,4.075942
Kosovo,OWID_KOS,2009,3.4097538
Kosovo,OWID_KOS,2010,2.8943646
Kosovo,OWID_KOS,2011,1.8802686
Kosovo,OWID_KOS,2012,0.8349306
Kosovo,OWID_KOS,2013,0.44521713
Kosovo,OWID_KOS,2014,1.1369094
Kosovo,OWID_KOS,2015,0.77977383
Kosovo,OWID_KOS,2016,0.7646961
Kosovo,OWID_KOS,2017,0.4402413
Kyrgyzstan,KGZ,2000,38.18244
Kyrgyzstan,KGZ,2001,33.356903
Kyrgyzstan,KGZ,2002,31.149364
Kyrgyzstan,KGZ,2003,25.70318
Kyrgyzstan,KGZ,2004,11.575469
Kyrgyzstan,KGZ,2005,13.574837
Kyrgyzstan,KGZ,2006,8.371434
Kyrgyzstan,KGZ,2007,8.752659
Kyrgyzstan,KGZ,2008,3.3092885
Kyrgyzstan,KGZ,2009,1.5469307
Kyrgyzstan,KGZ,2010,3.5214179
Kyrgyzstan,KGZ,2011,1.2577704
Kyrgyzstan,KGZ,2012,2.6298146
Kyrgyzstan,KGZ,2013,2.6200042
Kyrgyzstan,KGZ,2014,1.0484436
Kyrgyzstan,KGZ,2015,2.1805964
Kyrgyzstan,KGZ,2016,1.1435105
Kyrgyzstan,KGZ,2017,1.2685745
Kyrgyzstan,KGZ,2018,0.73589146
Kyrgyzstan,KGZ,2019,0.65906364
Kyrgyzstan,KGZ,2020,1.3309736
Kyrgyzstan,KGZ,2021,0.71577924
Laos,LAO,1992,23.700804
Laos,LAO,1997,43.195446
Laos,LAO,2002,25.369883
Laos,LAO,2007,19.54654
Laos,LAO,2012,10.891045
Laos,LAO,2018,7.1383624
Latin America and the Caribbean (PIP),,1990,17.436167
Latin America and the Caribbean (PIP),,1991,16.886362
Latin America and the Caribbean (PIP),,1992,16.701756
Latin America and the Caribbean (PIP),,1993,16.554996
Latin America and the Caribbean (PIP),,1994,15.260422
Latin America and the Caribbean (PIP),,1995,14.720561
Latin America and the Caribbean (PIP),,1996,16.038357
Latin America and the Caribbean (PIP),,1997,15.86801
Latin America and the Caribbean (PIP),,1998,15.60683
Latin America and the Caribbean (PIP),,1999,15.84506
Latin America and the Caribbean (PIP),,2000,14.428827
Latin America and the Caribbean (PIP),,2001,13.897181
Latin America and the Caribbean (PIP),,2002,12.653783
Latin America and the Caribbean (PIP),,2003,12.755683
Latin America and the Caribbean (PIP),,2004,11.832573
Latin America and the Caribbean (PIP),,2005,11.305539
Latin America and the Caribbean (PIP),,2006,9.337693
Latin America and the Caribbean (PIP),,2007,8.154387
Latin America and the Caribbean (PIP),,2008,7.408504
Latin America and the Caribbean (PIP),,2009,7.059079
Latin America and the Caribbean (PIP),,2010,6.2786264
Latin America and the Caribbean (PIP),,2011,5.794125
Latin America and the Caribbean (PIP),,2012,5.4277787
Latin America and the Caribbean (PIP),,2013,4.843142
Latin America and the Caribbean (PIP),,2014,4.565828
Latin America and the Caribbean (PIP),,2015,4.311873
Latin America and the Caribbean (PIP),,2016,4.5386147
Latin America and the Caribbean (PIP),,2017,4.5572042
Latin America and the Caribbean (PIP),,2018,4.453467
Latin America and the Caribbean (PIP),,2019,4.444006
Latin America and the Caribbean (PIP),,2020,4.03167
Latin America and the Caribbean (PIP),,2021,4.799829
Latin America and the Caribbean (PIP),,2022,3.6659577
Latvia,LVA,1993,0.016102295
Latvia,LVA,1995,0.030572971
Latvia,LVA,1996,1.7655892
Latvia,LVA,2004,2.4903991
Latvia,LVA,2005,2.3620217
Latvia,LVA,2006,1.5533317
Latvia,LVA,2007,0.6350043
Latvia,LVA,2008,1.2787416
Latvia,LVA,2009,1.696778
Latvia,LVA,2010,1.7326765
Latvia,LVA,2011,1.0286086
Latvia,LVA,2012,1.0676994
Latvia,LVA,2013,1.1653787
Latvia,LVA,2014,0.79135585
Latvia,LVA,2015,0.650311
Latvia,LVA,2016,0.64695126
Latvia,LVA,2017,0.7972179
Latvia,LVA,2018,0.36000243
Latvia,LVA,2019,0.2391008
Latvia,LVA,2020,0.45501179
Latvia,LVA,2021,0.39730492
Lebanon,LBN,2011,0
Lesotho,LSO,1986,53.98758
Lesotho,LSO,1994,53.69109
Lesotho,LSO,2002,66.27836
Lesotho,LSO,2017,32.39991
Liberia,LBR,2007,53.34778
Liberia,LBR,2014,25.930763
Liberia,LBR,2016,27.617746
Lithuania,LTU,1993,6.6169634
Lithuania,LTU,2004,2.707487
Lithuania,LTU,2005,1.7817268
Lithuania,LTU,2006,1.5230172
Lithuania,LTU,2007,1.3395644
Lithuania,LTU,2008,1.389226
Lithuania,LTU,2009,2.2432506
Lithuania,LTU,2010,1.5343399
Lithuania,LTU,2011,0.70057505
Lithuania,LTU,2012,0.94779253
Lithuania,LTU,2013,0.70500815
Lithuania,LTU,2014,1.262026
Lithuania,LTU,2015,0.7198586
Lithuania,LTU,2016,1.2705059
Lithuania,LTU,2017,1.0225072
Lithuania,LTU,2018,0.9250136
Lithuania,LTU,2019,0.54792964
Lithuania,LTU,2020,0.18947333
Lithuania,LTU,2021,0.25060093
Luxembourg,LUX,1985,0
Luxembourg,LUX,1986,0
Luxembourg,LUX,1987,0
Luxembourg,LUX,1988,0
Luxembourg,LUX,1989,0
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,1998,0
Luxembourg,LUX,1999,0
Luxembourg,LUX,2000,0
Luxembourg,LUX,2001,0
Luxembourg,LUX,2002,0
Luxembourg,LUX,2003,0.07174669
Luxembourg,LUX,2004,0.018192332
Luxembourg,LUX,2005,0.03469405
Luxembourg,LUX,2006,0
Luxembourg,LUX,2007,0.021916224
Luxembourg,LUX,2008,0
Luxembourg,LUX,2009,0.04411102
Luxembourg,LUX,2010,0
Luxembourg,LUX,2011,0.11757935
Luxembourg,LUX,2012,0.043618947
Luxembourg,LUX,2013,0.08910331
Luxembourg,LUX,2014,0.13992491
Luxembourg,LUX,2015,0.30012453
Luxembourg,LUX,2016,0.11721951
Luxembourg,LUX,2017,0.28312987
Luxembourg,LUX,2018,0.28481787
Luxembourg,LUX,2019,0.101187475
Luxembourg,LUX,2020,0
Luxembourg,LUX,2021,0.050036773
Madagascar,MDG,1980,48.69854
Madagascar,MDG,1993,73.25071
Madagascar,MDG,1997,69.37031
Madagascar,MDG,1999,66.86746
Madagascar,MDG,2001,70.9964
Madagascar,MDG,2005,74.22137
Madagascar,MDG,2010,80.15473
Madagascar,MDG,2012,80.73006
Malawi,MWI,1997,58.4548
Malawi,MWI,2004,68.864586
Malawi,MWI,2010,68.42152
Malawi,MWI,2016,65.73572
Malawi,MWI,2019,70.0606
Malaysia,MYS,1984,3.5981495
Malaysia,MYS,1987,2.865874
Malaysia,MYS,1989,2.24344
Malaysia,MYS,1992,2.0359619
Malaysia,MYS,1995,2.475327
Malaysia,MYS,1997,0.7178662
Malaysia,MYS,2003,1.5712516
Malaysia,MYS,2006,0.77013826
Malaysia,MYS,2008,0.69657385
Malaysia,MYS,2011,0.13992567
Malaysia,MYS,2013,0.03397699
Malaysia,MYS,2015,0.019036654
Malaysia,MYS,2018,0.01102865
Malaysia,MYS,2021,0
Maldives,MDV,2002,6.6081805
Maldives,MDV,2009,3.772896
Maldives,MDV,2016,0
Maldives,MDV,2019,0
Mali,MLI,1994,84.49572
Mali,MLI,2001,57.15224
Mali,MLI,2006,49.676163
Mali,MLI,2009,48.172142
Mali,MLI,2018,15.218806
Mali,MLI,2021,20.849255
Malta,MLT,2006,0.51195854
Malta,MLT,2007,0.4103244
Malta,MLT,2008,0.109011516
Malta,MLT,2009,0.43044543
Malta,MLT,2010,0.21927387
Malta,MLT,2011,0.1857052
Malta,MLT,2012,0.11772207
Malta,MLT,2013,0.029666146
Malta,MLT,2014,0
Malta,MLT,2015,0.08437797
Malta,MLT,2016,0.09208711
Malta,MLT,2017,0.15988651
